No,SPECODE,Local-Name,SPECIES-GROUP,ROY_CLASS,COMM-Gr,Dip/NonDip
18653,KDCK,KDOR COMBROK,7,FIRST,NonCommercial,Dip
18654,KHMA,KHANNMA,2,NONCLASS,NonCommercial,Dip
18655,KHNH,KHNHE,7,UNKN,Commercial,Non-Dip
18656,KHOS,KHOS,6,SECOND,NonCommercial,Dip
18657,KHTN,KHTING,2,SECOND,NonCommercial,Non-Dip
18658,KHVG,KHVENG,4,NONCLASS,Commercial,Non-Dip
18659,KKAL,KALKAL,3,NONCLASS,NonCommercial,Non-Dip
18660,KKKK,KALAP,5,LUX,Commercial,Non-Dip
18661,KKLG,KBAL KRORLORNG,3,NONCLASS,NonCommercial,Dip
18662,KLIG,KLING,4,THIRD,NonCommercial,Non-Dip
18663,KLNG,KLOUNG,1,THIRD,NonCommercial,Non-Dip
18664,KLPO,KLENG POR,7,FIRST,NonCommercial,Dip
18665,KMPT,KOM PERT,5,LUX,Commercial,Non-Dip
18666,KNAL,KNALL,7,LUX,Commercial,Dip
18667,KNAY,KNAY MORN,3,THIRD,NonCommercial,Dip
18668,KODK,KORNDORK,3,SECOND,Commercial,Dip
18669,KOKH,KON KHMOM,4,FIRST,Commercial,Dip
18670,KOMT,KOKTMAT,3,LUX,Commercial,Non-Dip
18671,KOMY,KO MOUY,2,UNKN,NonCommercial,Dip
18672,KORK,KORK,3,NONCLASS,Commercial,Non-Dip
18673,KOTT,KORTHET,4,LUX,Commercial,Dip
18674,KRAK,KRORCHORK ANDERK,7,LUX,NonCommercial,Dip
18675,KREG,KROENG,4,SECOND,NonCommercial,Dip
18676,KREM,KROR EM,4,UNKN,NonCommercial,Non-Dip
18677,KRMN,KROR MOURN,1,LUX,Commercial,Non-Dip
18678,KROH,KROCH PREY,7,LUX,Commercial,Dip
18679,KRSR,KRORNG SOEUR,6,FIRST,Commercial,Non-Dip
18680,KRUS,KHOES REOUS,6,SECOND,Commercial,Non-Dip
18681,KRVN,KRORVANN,3,NONCLASS,Commercial,Non-Dip
18682,KTIT,KTITH,1,SECOND,Commercial,Non-Dip
18683,LORT,LORT,6,SECOND,NonCommercial,Non-Dip
18684,LORV,LOR VEA,3,FIRST,Commercial,Dip
18685,LOVG,LORVING,5,THIRD,Commercial,Dip
18686,LRLT,LORLOT,2,NONCLASS,NonCommercial,Dip
18687,MADN,MADEHN,7,LUX,NonCommercial,Non-Dip
18688,MDAS,MADEHN MEAS,7,FIRST,Commercial,Dip
18689,MMAG,MOR MANG,7,UNKN,NonCommercial,Non-Dip
18690,MTYK,MLOUTRAYOUK,7,THIRD,NonCommercial,Non-Dip
18691,NGOK,NGOK,4,NONCLASS,Commercial,Dip
18692,NHAM,NHAM,7,UNKN,Commercial,Dip
18693,NIV,NIV,1,LUX,Commercial,Non-Dip
18694,ONLK,ONLOK PHOR EM,6,FIRST,Commercial,Dip
18695,PAGA,PA NGAB,2,FIRST,Commercial,Non-Dip
18696,PAGS,PA NGES,1,NONCLASS,Commercial,Non-Dip
18697,PECH,PECH CHANGVA,3,LUX,NonCommercial,Non-Dip
18698,PHLG,PHLANG,7,SECOND,NonCommercial,Dip
18699,PHMA,PHNERK CHMA,6,SECOND,Commercial,Non-Dip
18700,PHNO,PHNOM PHNERNG,2,THIRD,Commercial,Dip
18701,PHOR,PHOR,3,UNKN,NonCommercial,Dip
18702,PLNG,PLOV NEANG,6,LUX,NonCommercial,Non-Dip
18703,PLOG,PLUOUNG,2,SECOND,Commercial,Dip
18704,PLOK,PLONG KEOV,5,FIRST,Commercial,Dip
18705,PLOR,PLOR,7,NONCLASS,Commercial,Non-Dip
18706,PLPH,PLOV SOMPOUCH,1,FIRST,NonCommercial,Dip
18707,PMVG,PROMOY VIENG,4,FIRST,NonCommercial,Dip
18708,PNKP,PHNEK PREAP,3,NONCLASS,Commercial,Dip
18709,PNOM,PON ORMBORK,4,SECOND,Commercial,Non-Dip
18710,POCH,POUCH,5,THIRD,NonCommercial,Dip
18711,POPL,PO PLEAR,4,UNKN,Commercial,Non-Dip
18712,POUN,POUN,1,SECOND,NonCommercial,Dip
18713,PPPR,POPLEA PRUES,3,THIRD,NonCommercial,Dip
18714,PPVK,POPOULVAK,2,UNKN,NonCommercial,Non-Dip
18715,PREL,PREAL,4,LUX,Commercial,Dip
18716,PROM,PROMAT KHLAKMOM,2,FIRST,NonCommercial,Non-Dip
18717,PROM,PROUM,1,LUX,Commercial,Non-Dip
18718,RANG,RAING,7,NONCLASS,NonCommercial,Dip
18719,ROCG,ROM CHORNG,2,NONCLASS,NonCommercial,Dip
18720,RODL,ROMDOUL,1,UNKN,NonCommercial,Non-Dip
18721,ROML,ROMLEANG,5,SECOND,NonCommercial,Dip
18722,ROTY,ROMENGTHA NGE0Y,4,LUX,NonCommercial,Non-Dip
18723,ROVN,ROVIENG,1,LUX,NonCommercial,Non-Dip
18724,RPCK,ROMPEAT CHROUK,1,FIRST,Commercial,Dip
18725,SADA,SANDA,4,SECOND,Commercial,Non-Dip
18726,SAHA,SANG HA,1,NONCLASS,NonCommercial,Non-Dip
18727,SAND,SANDAN,2,FIRST,NonCommercial,Non-Dip
18728,SANK,SANG KE,5,NONCLASS,Commercial,Non-Dip
18729,SAVP,SANGVA PICH,6,NONCLASS,NonCommercial,Dip
18730,SBTS,SAMBOUR TES,4,UNKN,Commercial,Non-Dip
18731,SEMN,SEMORN\ ROL,6,NONCLASS,NonCommercial,Non-Dip
18732,SKPL,SLAKRORPOUL,5,UNKN,NonCommercial,Non-Dip
18733,SLCH,SLA KCHEY,4,THIRD,NonCommercial,Non-Dip
18734,SLET,SLOEK LO ET,1,UNKN,NonCommercial,Non-Dip
18735,SLNG,SOM LEANG,3,SECOND,NonCommercial,Dip
18736,SOPI,SOPHY,6,SECOND,Commercial,Non-Dip
18737,SREG,CHHKER SRERNG,6,SECOND,Commercial,Non-Dip
18738,SRMO,SRORMOR,1,THIRD,NonCommercial,Non-Dip
18739,TAPL,TAPIL,3,THIRD,NonCommercial,Dip
18740,TBOT,TABORT,6,UNKN,NonCommercial,Dip
18741,TENG,TENG,6,UNKN,Commercial,Dip
18742,THME,THMEAS,2,UNKN,Commercial,Dip
18743,THNO,THNOT PRENG,6,FIRST,Commercial,Non-Dip
18744,THTR,THMENH TREY,6,SECOND,Commercial,Dip
18745,TMAK,TLERM ANNDERK,2,LUX,Commercial,Non-Dip
18746,TNIV,TAONIV,3,SECOND,Commercial,Non-Dip
18747,TOUK,TOUK,7,FIRST,NonCommercial,Non-Dip
18748,TRBL,TROR ORL,3,THIRD,Commercial,Dip
18749,TRCU,TRA BEK CHOU,4,UNKN,Commercial,Dip
18750,TREL,TREAL,2,LUX,NonCommercial,Non-Dip
18751,TROG,TRORNG,7,THIRD,NonCommercial,Non-Dip
18752,TRSK,TRORSEK / TRAMKANG,2,LUX,Commercial,Non-Dip
18753,TRYA,TROR YAK,2,SECOND,NonCommercial,Non-Dip
18754,TRYG,TROR YORNG,5,FIRST,Commercial,Dip
18755,TTPY,TOTIM PREY,2,LUX,NonCommercial,Non-Dip
18756,UNKN,UNKNOWN,1,SECOND,NonCommercial,Dip
18757,VEAY,VEAY,1,UNKN,Commercial,Non-Dip
18758,VOEG,VOENG,1,FIRST,Commercial,Dip
18759,YEAM,YEAM,2,NONCLASS,Commercial,Dip
18760,YOUK,YOUK,2,LUX,Commercial,Non-Dip
18761,KHLG,KHLONG,2,SECOND,Commercial,Dip
18762,TRAC,TRACH,4,NONCLASS,Commercial,Dip
18763,PHDK,PHDEAK,1,THIRD,NonCommercial,Dip
18764,CHBG,CHHOETEAL BANGKOUNEANGO,7,NONCLASS,NonCommercial,Dip
18765,CHBR,CHHOETEAL BRENG,4,SECOND,NonCommercial,Non-Dip
18766,CHTR,CHHOETEAL CHHNGAR,7,NONCLASS,NonCommercial,Dip
18767,CHMI,CHHOETEAL MOSAU,3,SECOND,NonCommercial,Dip
18768,CHRH,CHORCHONG,3,LUX,Commercial,Dip
18769,CRMS,CHRASMAS,7,SECOND,Commercial,Non-Dip
18770,KKMS,KOKI MOSAU,3,NONCLASS,NonCommercial,Dip
18771,KKPN,KOKI PHNONG\KAMNHAN,4,SECOND,Commercial,Non-Dip
18772,LMBI,LUMBOR,5,SECOND,NonCommercial,Dip
18773,PCEK,PHCEK,1,SECOND,Commercial,Dip
18774,TBEG,TBENG,4,FIRST,NonCommercial,Dip
18775,KHOV,KCHOV/KAMLENG,4,FIRST,Commercial,Dip
18776,KKDK,KOKI DEK,7,UNKN,NonCommercial,Non-Dip
18777,KKKS,KOKI KHASAC,3,UNKN,NonCommercial,Dip
18778,KKTM,KOKI THMOR,5,UNKN,NonCommercial,Dip
18779,PPEL,POPEL,4,SECOND,Commercial,Dip
18780,RINM,RAING PHNOM,6,SECOND,Commercial,Non-Dip
18781,TRLT,TRORLAT,1,FIRST,Commercial,Dip
18782,ANKM,ANGKOT KHMAU,3,NONCLASS,NonCommercial,Dip
18783,ATTT,ATITH/NEANG PHOR EK,2,SECOND,Commercial,Non-Dip
18784,BENG,BENG,2,NONCLASS,Commercial,Non-Dip
18785,BSNK,BOSNEAK,1,SECOND,NonCommercial,Dip
18786,CHBK,CHAM BAK,1,LUX,Commercial,Non-Dip
18787,CHKM,CHHOEU KHMAV/NEANG KHMAV,5,THIRD,Commercial,Dip
18788,CHKO,CHOEUNG KO,6,FIRST,Commercial,Non-Dip
18789,CHKR,CHAN KRASNA,2,LUX,Commercial,Non-Dip
18790,CHLK,CHHLIK,4,LUX,NonCommercial,Non-Dip
18791,CHMC,CHHAM CHHA,3,FIRST,NonCommercial,Dip
18792,CHTP,CHAN TOUM PEANG,5,FIRST,NonCommercial,Non-Dip
18793,DCSP,DONCHERM,6,UNKN,Commercial,Dip
18794,DYKL,DEY KHLA,4,SECOND,Commercial,Dip
18795,HUDN,HOUN DAN/MOREASPREOUPHNOM,6,THIRD,Commercial,Dip
18796,KMPR,KOMPENG REACH,6,UNKN,NonCommercial,Dip
18797,KRAY,KRAY,4,NONCLASS,Commercial,Non-Dip
18798,KREL,KROEL,4,FIRST,NonCommercial,Non-Dip
18799,KRKO,KRORKORS,1,SECOND,Commercial,Non-Dip
18800,KRPM,KRORNHOUNG,2,LUX,Commercial,Non-Dip
18801,KRYS,KRAY SAR,4,THIRD,Commercial,Dip
18802,MASK,MEYSAK,2,UNKN,Commercial,Dip
18803,NNON,NEANG NOUN,4,THIRD,NonCommercial,Non-Dip
18804,PRDL,PRAM DOMLENG,1,LUX,Commercial,Non-Dip
18805,PRLO,PRO LOUP,5,NONCLASS,NonCommercial,Dip
18806,PRNG,PRING/KRORB BEK,3,LUX,NonCommercial,Non-Dip
18807,SKRM,SOKROM,3,LUX,Commercial,Dip
18808,SMPN,SAM PONG,2,UNKN,NonCommercial,Dip
18809,SRAL,SRAL,7,NONCLASS,Commercial,Non-Dip
18810,SRKR,SROL KRAHAM,7,FIRST,NonCommercial,Non-Dip
18811,SRLO,SRORLAO,1,FIRST,Commercial,Non-Dip
18812,SROL,SROL SAR,5,UNKN,NonCommercial,Non-Dip
18813,SWPR,SVAY PREY,3,NONCLASS,NonCommercial,Dip
18814,SYCR,SVAY CHAM REANG,2,THIRD,Commercial,Non-Dip
18815,TAUR,TAOUR,2,FIRST,Commercial,Dip
18816,TEPI,TEP PHIROU,6,THIRD,Commercial,Dip
18817,THNR,THNONG KROHORM,4,SECOND,NonCommercial,Dip
18818,THNS,THNONG SOR,1,LUX,NonCommercial,Dip
18819,TRTM,TRORP TOM,7,NONCLASS,Commercial,Dip
18820,TRYG,TROR YING,4,FIRST,Commercial,Non-Dip
18821,TTRV,TATRAV,1,UNKN,NonCommercial,Dip
18822,ANKN,ANGKANH,6,SECOND,NonCommercial,Dip
18823,ANKT,ANGKAT TMAAT,7,UNKN,NonCommercial,Non-Dip
18824,ANOM,ANGKRANG PHNOM,7,FIRST,Commercial,Non-Dip
18825,ATNG,ATEANG/ROTEANG,3,LUX,NonCommercial,Dip
18826,BADM,BAK DERM,1,NONCLASS,Commercial,Non-Dip
18827,BAKG,BANGKANG,2,SECOND,Commercial,Non-Dip
18828,BDNG,BAKDORNG,6,THIRD,NonCommercial,Dip
18829,BELY,BELOY,2,THIRD,NonCommercial,Non-Dip
18830,BKSV,BANGKEOU SVA,6,UNKN,Commercial,Non-Dip
18831,BNKO,BAG KHEOU,6,THIRD,NonCommercial,Dip
18832,BYPV,BAY POU VAING,3,THIRD,NonCommercial,Non-Dip
18833,CASA,KHCHOENG,1,THIRD,Commercial,Dip
18834,CCHB,CHOEUNG CHAB,3,LUX,Commercial,Dip
18835,CHMK,CHAMRIEK,1,NONCLASS,NonCommercial,Non-Dip
18836,CHNY,CHORNY,1,LUX,Commercial,Non-Dip
18837,CHPL,CHHOE PHLOEUNG,5,THIRD,NonCommercial,Non-Dip
18838,CHRK,CHRAKENG,2,NONCLASS,NonCommercial,Non-Dip
18839,CHRM,CHANG KONG ROMEANG,3,SECOND,Commercial,Non-Dip
18840,CHRS,CHREIS,5,UNKN,NonCommercial,Dip
18841,CHUT,CHORNG UOR THMAT,1,LUX,NonCommercial,Dip
18842,CKTM,CHEK TUM,3,UNKN,NonCommercial,Non-Dip
18843,CREY,CHREY,2,THIRD,Commercial,Dip
18844,DKOR,DONGKOR,6,NONCLASS,NonCommercial,Non-Dip
18845,DOKM,DOK MEY,2,NONCLASS,NonCommercial,Dip
18846,HISN,HAISANH/NGAYSANG/CHANSAR,3,THIRD,Commercial,Non-Dip
18847,KAOM,KANGSENGPHNOM,4,LUX,Commercial,Dip
18848,KCAS,KCHAS,1,SECOND,NonCommercial,Dip
18849,KDAG,KANN DEANG,5,UNKN,NonCommercial,Non-Dip
18850,KDCH,KDURCH,5,NONCLASS,Commercial,Dip
18851,KDOL,KDOL,3,THIRD,NonCommercial,Non-Dip
18852,KES,KES,1,LUX,Commercial,Dip
18853,KKCM,KONG KANGCHHMOL,6,UNKN,NonCommercial,Non-Dip
18854,KKGN,KONG KANGNHY,6,LUX,NonCommercial,Non-Dip
18855,KKOM,KONG KANGPHNOM,4,SECOND,NonCommercial,Non-Dip
18856,KNDL,KANNDOL,7,LUX,Commercial,Dip
18857,KNPR,KHNOR PREY,7,LUX,NonCommercial,Dip
18858,KRAG,KRANG,6,LUX,Commercial,Dip
18859,KRAS,KREAS,4,LUX,NonCommercial,Dip
18860,KRBO,KRORBAO,5,FIRST,Commercial,Non-Dip
18861,KRLA,KRORLANH,4,NONCLASS,NonCommercial,Non-Dip
18862,KRON,KRONG,1,SECOND,Commercial,Dip
18863,KTOM,KHTOM,1,SECOND,NonCommercial,Dip
18864,KWAV,KHVAO,1,THIRD,NonCommercial,Dip
18865,LGNG,LO NGIENG,6,LUX,Commercial,Dip
18866,MAKG,MAK BREING,6,NONCLASS,Commercial,Non-Dip
18867,MAKP,MAK PRANG,7,SECOND,NonCommercial,Non-Dip
18868,MAKU,MAK KLOEU,2,NONCLASS,NonCommercial,Dip
18869,MNPR,MEAN PREY,3,UNKN,Commercial,Non-Dip
18870,NENS,NEANG SAR,2,THIRD,NonCommercial,Non-Dip
18871,PANG,PANG,3,LUX,Commercial,Dip
18872,PHNV,PHNHEAV,2,LUX,Commercial,Dip
18873,PHON,PHAONG,2,NONCLASS,Commercial,Non-Dip
18874,PHUT,PROR HOUT,1,SECOND,Commercial,Dip
18875,PLON,PLONG,4,UNKN,Commercial,Non-Dip
18876,PNAG,PHNEANG,4,SECOND,Commercial,Dip
18877,PNGS,PHNGEAS,6,THIRD,Commercial,Non-Dip
18878,POBY,POPUOL BAY,6,SECOND,Commercial,Dip
18879,POCV,PON SVAR,1,NONCLASS,Commercial,Dip
18880,POKH,POPEA KHE,5,SECOND,NonCommercial,Non-Dip
18881,PONR,PONG RO,5,UNKN,NonCommercial,Dip
18882,PPTH,POPULTHMOR,6,UNKN,NonCommercial,Dip
18883,PPUL,PHNEL/POPOUL,7,UNKN,NonCommercial,Non-Dip
18884,PRPN,PREAS PHNOV/SOMBOK KROHOM,4,LUX,Commercial,Non-Dip
18885,PRUS,PROUS,4,THIRD,NonCommercial,Non-Dip
18886,PYPK,PHKAI PROEK,6,UNKN,NonCommercial,Dip
18887,RAIT,RAING TOEK,6,LUX,Commercial,Non-Dip
18888,ROKA,ROKA,1,SECOND,Commercial,Non-Dip
18889,RUNG,ROUNG,3,SECOND,NonCommercial,Non-Dip
18890,SABL,SAMBOUR LOVENG,6,UNKN,NonCommercial,Non-Dip
18891,SARG,SAM RONG,7,FIRST,NonCommercial,Dip
18892,SBMS,SAMBOUR MEAS,5,FIRST,NonCommercial,Dip
18893,SDAV,SDAV,7,FIRST,NonCommercial,Non-Dip
18894,SDEY,SDEY,4,THIRD,NonCommercial,Dip
18895,SLEN,SLENG,5,UNKN,Commercial,Non-Dip
18896,SMCH,SMACH,5,SECOND,NonCommercial,Non-Dip
18897,SME,SME,4,LUX,NonCommercial,Non-Dip
18898,SMKB,SMA KRABEY,1,THIRD,NonCommercial,Dip
18899,SNAY,SNAY,6,FIRST,NonCommercial,Dip
18900,SNOL,SNUOL,6,THIRD,Commercial,Dip
18901,SOUY,SOURY,5,UNKN,NonCommercial,Dip
18902,SPOR,SOM POR,6,NONCLASS,Commercial,Dip
18903,SPPY,SPEOU PREY,4,LUX,NonCommercial,Non-Dip
18904,SPTK,SPEOU TEK,5,LUX,Commercial,Dip
18905,SRKM,SRAKOM,2,FIRST,NonCommercial,Non-Dip
18906,SVAK,SVAY SVAK,1,THIRD,NonCommercial,Dip
18907,SVCT,SVAY CHANTI,3,THIRD,NonCommercial,Dip
18908,SVPT,SVAY PONGTRONG,3,THIRD,Commercial,Non-Dip
18909,TKOV,TKOV,6,UNKN,Commercial,Non-Dip
18910,TLOK,THLOK,4,THIRD,NonCommercial,Dip
18911,TOLP,TOUNLORP,5,LUX,NonCommercial,Dip
18912,TPOG,TOM POUNG,3,FIRST,Commercial,Non-Dip
18913,TRAG,TRANG,2,FIRST,NonCommercial,Dip
18914,TREN,TRA MENG,1,FIRST,Commercial,Non-Dip
18915,TRMN,TRORMOUNG,7,THIRD,Commercial,Dip
18916,TRSK,TRORMOUNGSEK,7,UNKN,NonCommercial,Dip
18917,WYNG,VOR YONG,4,UNKN,Commercial,Non-Dip
18918,ACSA,ACH SAT,5,UNKN,Commercial,Dip
18919,ADCH,ACHDERK,1,THIRD,NonCommercial,Dip
18920,AKSL,ANGKEA SEL,4,SECOND,NonCommercial,Dip
18921,AMBB,AMBENG BEK,6,LUX,Commercial,Non-Dip
18922,AMCN,AMBENG CHAN,6,SECOND,Commercial,Non-Dip
18923,AMPI,AMPIL TOEUK PREY,3,UNKN,NonCommercial,Non-Dip
18924,ANCH,ANGKOCH,3,FIRST,NonCommercial,Dip
18925,ANKB,ANGKEA BOS,5,FIRST,Commercial,Dip
18926,ANRD,ANGRE DEK,1,SECOND,NonCommercial,Dip
18927,APEN,APHEAN,4,LUX,Commercial,Non-Dip
18928,ATES,ATES,4,NONCLASS,Commercial,Non-Dip
18929,ATSR,ANNTUNG SOR,1,FIRST,NonCommercial,Dip
18930,BAKK,BANGKONG KENGKONG,1,FIRST,Commercial,Dip
18931,BAKP,BAKPAO,7,UNKN,Commercial,Dip
18932,BBOK,BOR BORK,2,FIRST,Commercial,Dip
18933,BOPR,BO PROEUK,4,FIRST,NonCommercial,Non-Dip
18934,BRCH,BROR CHOK,2,LUX,NonCommercial,Non-Dip
18935,BTIL,BATPHTIL,7,LUX,Commercial,Dip
18936,CABB,CHAM BAK BARAING,7,THIRD,Commercial,Dip
18937,CHCK,CHHOENG CHKER,6,THIRD,NonCommercial,Non-Dip
18938,CHEK,CHANG ENG SEK,6,SECOND,Commercial,Non-Dip
18939,CHHA,CHHAR,3,NONCLASS,NonCommercial,Non-Dip
18940,CHHU,CHHOM POU PREY,6,SECOND,Commercial,Non-Dip
18941,CHKG,CHEUNG KRORVAING,4,FIRST,NonCommercial,Non-Dip
18942,CHKP,CHUNGKONG PHON,5,UNKN,NonCommercial,Non-Dip
18943,CHKU,CHEUNG KRAPEU,3,FIRST,NonCommercial,Dip
18944,CHLS,CHORNLOS,2,THIRD,Commercial,Dip
18945,CHNA,CHANG NANG,7,UNKN,Commercial,Non-Dip
18946,CHNO,CHNOK,1,FIRST,NonCommercial,Dip
18947,CHOV,CHOV,4,THIRD,NonCommercial,Dip
18948,CHPS,CHHOETEAL PREUS,4,LUX,NonCommercial,Non-Dip
18949,CHTU,CHNOK TROU,2,SECOND,Commercial,Dip
18950,CTES,CHORNTESPLOUK,3,LUX,NonCommercial,Dip
18951,DAKD,DANG KEAP KDAM,4,UNKN,NonCommercial,Non-Dip
18952,DGPR,DANGKEABPROEUS,6,LUX,Commercial,Dip
18953,DKPO,DOKPO,5,LUX,NonCommercial,Dip
18954,DNKY,DOUNKAY,7,NONCLASS,Commercial,Non-Dip
18955,DRDV,DORNG DAV,4,LUX,NonCommercial,Dip
18956,DYSP,DEY SAMPOCH,3,NONCLASS,NonCommercial,Non-Dip
18957,EPSH,EYSEIPHSAM SRACH,5,THIRD,NonCommercial,Dip
18958,KACL,KACHEAL,5,LUX,NonCommercial,Dip
18959,KAKU,KAKHUCH,1,NONCLASS,Commercial,Non-Dip
18960,KANA,KANA,1,NONCLASS,Commercial,Non-Dip
18961,KANE,KANER,7,LUX,Commercial,Dip
18962,KANT,KANTOUT PREY,4,FIRST,NonCommercial,Dip
18963,KATG,KATOUNG,3,NONCLASS,NonCommercial,Non-Dip
18964,KAYK,KA YOUK,6,FIRST,NonCommercial,Dip
18965,KBAL KRORLORNG,KBAL KRORLORNG,4,LUX,NonCommercial,Dip
18966,KBDA,KANCHOEU BEY DACH,5,THIRD,NonCommercial,Dip
18967,KBDK,KBAL DERK,4,NONCLASS,Commercial,Dip
18968,KBKK,KROBAO KHEK,7,NONCLASS,NonCommercial,Non-Dip
18969,KCHP,KA CHIEP,4,UNKN,Commercial,Non-Dip
18970,KDCE,KANDAB CHANG ET,2,FIRST,Commercial,Dip
18971,KDCK,KDOR COMBROK,4,NONCLASS,NonCommercial,Non-Dip
18972,KHMA,KHANNMA,1,THIRD,Commercial,Non-Dip
18973,KHNH,KHNHE,5,SECOND,NonCommercial,Dip
18974,KHOS,KHOS,6,SECOND,Commercial,Non-Dip
18975,KHTN,KHTING,1,SECOND,Commercial,Dip
18976,KHVG,KHVENG,1,LUX,NonCommercial,Non-Dip
18977,KKAL,KALKAL,3,LUX,Commercial,Non-Dip
18978,KKKK,KALAP,5,SECOND,NonCommercial,Non-Dip
18979,KKLG,KBAL KRORLORNG,4,LUX,NonCommercial,Dip
18980,KLIG,KLING,6,NONCLASS,Commercial,Non-Dip
18981,KLNG,KLOUNG,2,LUX,Commercial,Non-Dip
18982,KLPO,KLENG POR,5,UNKN,NonCommercial,Non-Dip
18983,KMPT,KOM PERT,6,LUX,Commercial,Non-Dip
18984,KNAL,KNALL,4,SECOND,Commercial,Non-Dip
18985,KNAY,KNAY MORN,5,NONCLASS,NonCommercial,Non-Dip
18986,KODK,KORNDORK,6,SECOND,NonCommercial,Non-Dip
18987,KOKH,KON KHMOM,1,THIRD,NonCommercial,Dip
18988,KOMT,KOKTMAT,5,LUX,Commercial,Non-Dip
18989,KOMY,KO MOUY,2,NONCLASS,NonCommercial,Dip
18990,KORK,KORK,5,SECOND,NonCommercial,Non-Dip
18991,KOTT,KORTHET,7,THIRD,Commercial,Non-Dip
18992,KRAK,KRORCHORK ANDERK,4,NONCLASS,NonCommercial,Non-Dip
18993,KREG,KROENG,6,THIRD,Commercial,Dip
18994,KREM,KROR EM,1,THIRD,NonCommercial,Dip
18995,KRMN,KROR MOURN,2,NONCLASS,NonCommercial,Dip
18996,KROH,KROCH PREY,3,SECOND,Commercial,Non-Dip
18997,KRSR,KRORNG SOEUR,2,NONCLASS,Commercial,Dip
18998,KRUS,KHOES REOUS,7,THIRD,Commercial,Dip
18999,KRVN,KRORVANN,2,LUX,NonCommercial,Dip
19000,KTIT,KTITH,1,UNKN,Commercial,Dip
19001,LORT,LORT,4,LUX,Commercial,Non-Dip
19002,LORV,LOR VEA,7,THIRD,Commercial,Non-Dip
19003,LOVG,LORVING,1,UNKN,NonCommercial,Non-Dip
19004,LRLT,LORLOT,1,THIRD,NonCommercial,Dip
19005,MADN,MADEHN,1,LUX,NonCommercial,Dip
19006,MDAS,MADEHN MEAS,2,LUX,NonCommercial,Dip
19007,MMAG,MOR MANG,1,LUX,Commercial,Dip
19008,MTYK,MLOUTRAYOUK,7,NONCLASS,NonCommercial,Dip
19009,NGOK,NGOK,1,NONCLASS,NonCommercial,Non-Dip
19010,NHAM,NHAM,2,UNKN,Commercial,Dip
19011,NIV,NIV,5,UNKN,NonCommercial,Dip
19012,ONLK,ONLOK PHOR EM,4,THIRD,NonCommercial,Non-Dip
19013,PAGA,PA NGAB,7,LUX,Commercial,Dip
19014,PAGS,PA NGES,5,UNKN,NonCommercial,Non-Dip
19015,PECH,PECH CHANGVA,7,LUX,NonCommercial,Dip
19016,PHLG,PHLANG,7,NONCLASS,Commercial,Dip
19017,PHMA,PHNERK CHMA,7,LUX,Commercial,Dip
19018,PHNO,PHNOM PHNERNG,6,SECOND,Commercial,Non-Dip
19019,PHOR,PHOR,7,FIRST,Commercial,Non-Dip
19020,PLNG,PLOV NEANG,5,NONCLASS,NonCommercial,Dip
19021,PLOG,PLUOUNG,4,SECOND,NonCommercial,Non-Dip
19022,PLOK,PLONG KEOV,4,NONCLASS,Commercial,Non-Dip
19023,PLOR,PLOR,5,SECOND,NonCommercial,Non-Dip
19024,PLPH,PLOV SOMPOUCH,6,THIRD,NonCommercial,Dip
19025,PMVG,PROMOY VIENG,4,UNKN,NonCommercial,Dip
19026,PNKP,PHNEK PREAP,4,FIRST,Commercial,Non-Dip
19027,PNOM,PON ORMBORK,2,THIRD,Commercial,Non-Dip
19028,POCH,POUCH,7,UNKN,NonCommercial,Dip
19029,POPL,PO PLEAR,2,NONCLASS,Commercial,Dip
19030,POUN,POUN,6,LUX,NonCommercial,Non-Dip
19031,PPPR,POPLEA PRUES,4,UNKN,NonCommercial,Non-Dip
19032,PPVK,POPOULVAK,2,UNKN,NonCommercial,Dip
19033,PREL,PREAL,4,NONCLASS,Commercial,Non-Dip
19034,PROM,PROMAT KHLAKMOM,7,THIRD,NonCommercial,Non-Dip
19035,PROM,PROUM,2,NONCLASS,Commercial,Non-Dip
19036,RANG,RAING,2,LUX,NonCommercial,Non-Dip
19037,ROCG,ROM CHORNG,6,SECOND,Commercial,Dip
19038,RODL,ROMDOUL,7,UNKN,NonCommercial,Non-Dip
19039,ROML,ROMLEANG,5,LUX,NonCommercial,Non-Dip
19040,ROTY,ROMENGTHA NGE0Y,4,LUX,Commercial,Non-Dip
19041,ROVN,ROVIENG,6,UNKN,Commercial,Dip
19042,RPCK,ROMPEAT CHROUK,4,UNKN,Commercial,Dip
19043,SADA,SANDA,2,NONCLASS,Commercial,Dip
19044,SAHA,SANG HA,1,NONCLASS,Commercial,Non-Dip
19045,SAND,SANDAN,3,SECOND,NonCommercial,Dip
19046,SANK,SANG KE,1,UNKN,NonCommercial,Non-Dip
19047,SAVP,SANGVA PICH,6,SECOND,NonCommercial,Non-Dip
19048,SBTS,SAMBOUR TES,6,SECOND,NonCommercial,Non-Dip
19049,SEMN,SEMORN\ ROL,2,NONCLASS,NonCommercial,Dip
19050,SKPL,SLAKRORPOUL,6,FIRST,Commercial,Non-Dip
19051,SLCH,SLA KCHEY,6,NONCLASS,Commercial,Dip
19052,SLET,SLOEK LO ET,1,FIRST,NonCommercial,Dip
19053,SLNG,SOM LEANG,7,THIRD,NonCommercial,Dip
19054,SOPI,SOPHY,1,SECOND,NonCommercial,Dip
